disasterNumber,declarationDate,incidentType,stateAbbreviation,projectAmount
3527,2020-06-07T00:00:00.000Z,Tropical Storm,LA,4254.83
3529,2020-07-25T00:00:00.000Z,Hurricane,HI,7976.56
3529,2020-07-25T00:00:00.000Z,Hurricane,HI,101429.69
3530,2020-07-26T00:00:00.000Z,Tropical Storm,TX,116165.47
3533,2020-08-01T00:00:00.000Z,Hurricane,FL,34784.78
3533,2020-08-01T00:00:00.000Z,Hurricane,FL,3939.29
3527,2020-06-07T00:00:00.000Z,Tropical Storm,LA,85096.55
3527,2020-06-07T00:00:00.000Z,Tropical Storm,LA,30166.89
3527,2020-06-07T00:00:00.000Z,Tropical Storm,LA,22441.4
3530,2020-07-26T00:00:00.000Z,Tropical Storm,TX,303982.9
3533,2020-08-01T00:00:00.000Z,Hurricane,FL,6665.24
3533,2020-08-01T00:00:00.000Z,Hurricane,FL,38274.45
3533,2020-08-01T00:00:00.000Z,Hurricane,FL,19157.01
3533,2020-08-01T00:00:00.000Z,Hurricane,FL,4484.64
3533,2020-08-01T00:00:00.000Z,Hurricane,FL,184051.29
4557,2020-08-17T00:00:00.000Z,Severe Storm(s),IA,10314.0
3540,2020-08-24T00:00:00.000Z,Tropical Storm,TX,4230.55
3540,2020-08-24T00:00:00.000Z,Tropical Storm,TX,129849.3
3540,2020-08-24T00:00:00.000Z,Tropical Storm,TX,9219.37
3540,2020-08-24T00:00:00.000Z,Tropical Storm,TX,112021.86
3540,2020-08-24T00:00:00.000Z,Tropical Storm,TX,17427.78
3540,2020-08-24T00:00:00.000Z,Tropical Storm,TX,28371.77
3540,2020-08-24T00:00:00.000Z,Tropical Storm,TX,7479.43
3540,2020-08-24T00:00:00.000Z,Tropical Storm,TX,81692.16
3540,2020-08-24T00:00:00.000Z,Tropical Storm,TX,55157.22
3540,2020-08-24T00:00:00.000Z,Tropical Storm,TX,163885.73
3540,2020-08-24T00:00:00.000Z,Tropical Storm,TX,142097.24
3540,2020-08-24T00:00:00.000Z,Tropical Storm,TX,33652.25
3540,2020-08-24T00:00:00.000Z,Tropical Storm,TX,38884.96
3540,2020-08-24T00:00:00.000Z,Tropical Storm,TX,6677.26
3540,2020-08-24T00:00:00.000Z,Tropical Storm,TX,9126.74
3540,2020-08-24T00:00:00.000Z,Tropical Storm,TX,1073737.25
3540,2020-08-24T00:00:00.000Z,Tropical Storm,TX,107530.67
3540,2020-08-24T00:00:00.000Z,Tropical Storm,TX,10271.98
3540,2020-08-24T00:00:00.000Z,Tropical Storm,TX,342287.9
3540,2020-08-24T00:00:00.000Z,Tropical Storm,TX,904534.86
3540,2020-08-24T00:00:00.000Z,Tropical Storm,TX,85924.44
3540,2020-08-24T00:00:00.000Z,Tropical Storm,TX,12033.69
3540,2020-08-24T00:00:00.000Z,Tropical Storm,TX,364723.98
3540,2020-08-24T00:00:00.000Z,Tropical Storm,TX,2396.77
3540,2020-08-24T00:00:00.000Z,Tropical Storm,TX,25944.56
3543,2020-09-14T00:00:00.000Z,Tropical Storm,LA,19960.0
3543,2020-09-14T00:00:00.000Z,Tropical Storm,LA,108510.65
3543,2020-09-14T00:00:00.000Z,Tropical Storm,LA,183168.6
3543,2020-09-14T00:00:00.000Z,Tropical Storm,LA,262950.57
3543,2020-09-14T00:00:00.000Z,Tropical Storm,LA,6975.17
3543,2020-09-14T00:00:00.000Z,Tropical Storm,LA,4180.96
3543,2020-09-14T00:00:00.000Z,Tropical Storm,LA,230839.95
3543,2020-09-14T00:00:00.000Z,Tropical Storm,LA,3037.81
3544,2020-09-14T00:00:00.000Z,Hurricane,MS,47478.77
3544,2020-09-14T00:00:00.000Z,Hurricane,MS,2024.05
3544,2020-09-14T00:00:00.000Z,Hurricane,MS,3622.95
3544,2020-09-14T00:00:00.000Z,Hurricane,MS,79206.46
3548,2020-10-08T00:00:00.000Z,Hurricane,MS,13415.55
3557,2020-03-13T00:00:00.000Z,Biological,NY,187850.76
3559,2020-03-13T00:00:00.000Z,Biological,NM,91377.02
3559,2020-03-13T00:00:00.000Z,Biological,NM,118705.84
3559,2020-03-13T00:00:00.000Z,Biological,NM,233401.26
3559,2020-03-13T00:00:00.000Z,Biological,NM,318349.82
3540,2020-08-24T00:00:00.000Z,Tropical Storm,TX,75213.58
3540,2020-08-24T00:00:00.000Z,Tropical Storm,TX,28726.04
3540,2020-08-24T00:00:00.000Z,Tropical Storm,TX,12816.19
3540,2020-08-24T00:00:00.000Z,Tropical Storm,TX,3419.88
3540,2020-08-24T00:00:00.000Z,Tropical Storm,TX,377864.31
3540,2020-08-24T00:00:00.000Z,Tropical Storm,TX,23673.3
3540,2020-08-24T00:00:00.000Z,Tropical Storm,TX,40049.7
3540,2020-08-24T00:00:00.000Z,Tropical Storm,TX,432174.69
3540,2020-08-24T00:00:00.000Z,Tropical Storm,TX,90722.83
3540,2020-08-24T00:00:00.000Z,Tropical Storm,TX,24700.0
3540,2020-08-24T00:00:00.000Z,Tropical Storm,TX,68302.8
3540,2020-08-24T00:00:00.000Z,Tropical Storm,TX,30320.61
3540,2020-08-24T00:00:00.000Z,Tropical Storm,TX,30457.83
3540,2020-08-24T00:00:00.000Z,Tropical Storm,TX,27282.72
3540,2020-08-24T00:00:00.000Z,Tropical Storm,TX,103824.52
3540,2020-08-24T00:00:00.000Z,Tropical Storm,TX,1999118.94
3540,2020-08-24T00:00:00.000Z,Tropical Storm,TX,7326.91
3540,2020-08-24T00:00:00.000Z,Tropical Storm,TX,17670.0
3540,2020-08-24T00:00:00.000Z,Tropical Storm,TX,2337.94
3540,2020-08-24T00:00:00.000Z,Tropical Storm,TX,1314631.17
3543,2020-09-14T00:00:00.000Z,Tropical Storm,LA,5831.01
3543,2020-09-14T00:00:00.000Z,Tropical Storm,LA,58714.98
3543,2020-09-14T00:00:00.000Z,Tropical Storm,LA,21651.57
3543,2020-09-14T00:00:00.000Z,Tropical Storm,LA,31174.22
3543,2020-09-14T00:00:00.000Z,Tropical Storm,LA,58288.04
3543,2020-09-14T00:00:00.000Z,Tropical Storm,LA,10767.75
3543,2020-09-14T00:00:00.000Z,Tropical Storm,LA,9091.0
3543,2020-09-14T00:00:00.000Z,Tropical Storm,LA,2003.36
3543,2020-09-14T00:00:00.000Z,Tropical Storm,LA,4492.21
3543,2020-09-14T00:00:00.000Z,Tropical Storm,LA,231978.97
3543,2020-09-14T00:00:00.000Z,Tropical Storm,LA,170887.8
3543,2020-09-14T00:00:00.000Z,Tropical Storm,LA,2121.56
3543,2020-09-14T00:00:00.000Z,Tropical Storm,LA,16236.17
3543,2020-09-14T00:00:00.000Z,Tropical Storm,LA,177720.79
3543,2020-09-14T00:00:00.000Z,Tropical Storm,LA,15086.97
3543,2020-09-14T00:00:00.000Z,Tropical Storm,LA,15800.22
3544,2020-09-14T00:00:00.000Z,Hurricane,MS,17658.7
3544,2020-09-14T00:00:00.000Z,Hurricane,MS,18269.56
3544,2020-09-14T00:00:00.000Z,Hurricane,MS,25687.28
3544,2020-09-14T00:00:00.000Z,Hurricane,MS,676762.45
3544,2020-09-14T00:00:00.000Z,Hurricane,MS,6276.22
3545,2020-09-14T00:00:00.000Z,Hurricane,AL,53229.95
3551,2020-11-11T00:00:00.000Z,Hurricane,FL,134094.44
4635,2022-01-05T00:00:00.000Z,Mud/Landslide,WA,32585.6
3559,2020-03-13T00:00:00.000Z,Biological,NM,198290.17
3559,2020-03-13T00:00:00.000Z,Biological,NM,58708.55
3559,2020-03-13T00:00:00.000Z,Biological,NM,492843.81
3559,2020-03-13T00:00:00.000Z,Biological,NM,63279.53
3559,2020-03-13T00:00:00.000Z,Biological,NM,86997.97
3559,2020-03-13T00:00:00.000Z,Biological,NM,838591.86
3560,2021-06-25T00:00:00.000Z,Other,FL,27338110.25
3560,2021-06-25T00:00:00.000Z,Other,FL,25342.76
3560,2021-06-25T00:00:00.000Z,Other,FL,615472.84
4671,2022-09-21T00:00:00.000Z,Hurricane,PR,183052.52
3560,2021-06-25T00:00:00.000Z,Other,FL,14738.79
4671,2022-09-21T00:00:00.000Z,Hurricane,PR,224829.87
3560,2021-06-25T00:00:00.000Z,Other,FL,115201.88
3560,2021-06-25T00:00:00.000Z,Other,FL,45774.02
3560,2021-06-25T00:00:00.000Z,Other,FL,734659.0
3560,2021-06-25T00:00:00.000Z,Other,FL,6870767.47
3559,2020-03-13T00:00:00.000Z,Biological,NM,121035.19
3559,2020-03-13T00:00:00.000Z,Biological,NM,25182.52
3559,2020-03-13T00:00:00.000Z,Biological,NM,180663.79
3559,2020-03-13T00:00:00.000Z,Biological,NM,55159.66
4671,2022-09-21T00:00:00.000Z,Hurricane,PR,1014766.24
3560,2021-06-25T00:00:00.000Z,Other,FL,935000.0
3560,2021-06-25T00:00:00.000Z,Other,FL,14588.5
3560,2021-06-25T00:00:00.000Z,Other,FL,548598.17
3560,2021-06-25T00:00:00.000Z,Other,FL,181481.3
3560,2021-06-25T00:00:00.000Z,Other,FL,15833527.96
3561,2021-07-04T00:00:00.000Z,Tropical Storm,FL,4068.68
4673,2022-09-29T00:00:00.000Z,Hurricane,FL,27542.79
3561,2021-07-04T00:00:00.000Z,Tropical Storm,FL,60862.66
3561,2021-07-04T00:00:00.000Z,Tropical Storm,FL,73774.24
3561,2021-07-04T00:00:00.000Z,Tropical Storm,FL,3535.75
3562,2021-08-16T00:00:00.000Z,Tropical Storm,FL,10950.73
3577,2021-12-13T00:00:00.000Z,Severe Storm(s),IL,129918.81
3581,2022-07-25T00:00:00.000Z,Other,VI,358777.66
3582,2022-08-30T00:00:00.000Z,Other,MS,47347.81
3582,2022-08-30T00:00:00.000Z,Other,MS,2367.4
3582,2022-08-30T00:00:00.000Z,Other,MS,159127.24
3582,2022-08-30T00:00:00.000Z,Other,MS,74000.0
3586,2022-10-01T00:00:00.000Z,Hurricane,NC,4473.92
3586,2022-10-01T00:00:00.000Z,Hurricane,NC,14595.91
3586,2022-10-01T00:00:00.000Z,Hurricane,NC,9422.15
3586,2022-10-01T00:00:00.000Z,Hurricane,NC,37374.96
3586,2022-10-01T00:00:00.000Z,Hurricane,NC,11289.41
3586,2022-10-01T00:00:00.000Z,Hurricane,NC,38744.18
3586,2022-10-01T00:00:00.000Z,Hurricane,NC,2151.68
3586,2022-10-01T00:00:00.000Z,Hurricane,NC,82962.14
3589,2022-11-20T00:00:00.000Z,Winter Storm,NY,9379.61
3589,2022-11-20T00:00:00.000Z,Winter Storm,NY,400275.72
3589,2022-11-20T00:00:00.000Z,Winter Storm,NY,387531.02
3589,2022-11-20T00:00:00.000Z,Winter Storm,NY,43214.01
3560,2021-06-25T00:00:00.000Z,Other,FL,2405537.55
3560,2021-06-25T00:00:00.000Z,Other,FL,37853.76
3561,2021-07-04T00:00:00.000Z,Tropical Storm,FL,25228.19
3564,2021-08-22T00:00:00.000Z,Tropical Storm,CT,111184.79
3564,2021-08-22T00:00:00.000Z,Tropical Storm,CT,41088.95
3577,2021-12-13T00:00:00.000Z,Severe Storm(s),IL,23098.16
3582,2022-08-30T00:00:00.000Z,Other,MS,87018.65
3582,2022-08-30T00:00:00.000Z,Other,MS,42709.4
3582,2022-08-30T00:00:00.000Z,Other,MS,2135.47
3582,2022-08-30T00:00:00.000Z,Other,MS,150722.37
3582,2022-08-30T00:00:00.000Z,Other,MS,118703.32
3586,2022-10-01T00:00:00.000Z,Hurricane,NC,15093.39
3586,2022-10-01T00:00:00.000Z,Hurricane,NC,73217.96
3586,2022-10-01T00:00:00.000Z,Hurricane,NC,3650.2
3586,2022-10-01T00:00:00.000Z,Hurricane,NC,16395.5
3586,2022-10-01T00:00:00.000Z,Hurricane,NC,69452.41
3586,2022-10-01T00:00:00.000Z,Hurricane,NC,25412.13
4416,2019-02-25T00:00:00.000Z,Severe Storm(s),TX,430597.68
4434,2019-05-18T00:00:00.000Z,Severe Storm(s),CA,56485.5
4434,2019-05-18T00:00:00.000Z,Severe Storm(s),CA,2414.11
4480,2020-03-20T00:00:00.000Z,Biological,NY,4338092.28
4483,2020-03-23T00:00:00.000Z,Biological,IA,14290.69
4483,2020-03-23T00:00:00.000Z,Biological,IA,12871099.69
4485,2020-03-25T00:00:00.000Z,Biological,TX,58057.7
4486,2020-03-25T00:00:00.000Z,Biological,FL,18204.42
4494,2020-03-27T00:00:00.000Z,Biological,MI,81227.0
4502,2020-03-29T00:00:00.000Z,Biological,DC,21357.3
4502,2020-03-29T00:00:00.000Z,Biological,DC,3598.13
4507,2020-03-31T00:00:00.000Z,Biological,OH,8963071.28
4507,2020-03-31T00:00:00.000Z,Biological,OH,6775232.2
4516,2020-04-03T00:00:00.000Z,Biological,NH,2997949.83
4516,2020-04-03T00:00:00.000Z,Biological,NH,5369.81
4507,2020-03-31T00:00:00.000Z,Biological,OH,1081489.76
4507,2020-03-31T00:00:00.000Z,Biological,OH,45135.07
4520,2020-04-04T00:00:00.000Z,Biological,WI,243294.07
4529,2020-04-05T00:00:00.000Z,Biological,NM,306824.91
4558,2020-08-22T00:00:00.000Z,Wildfire,CA,42994.79
4558,2020-08-22T00:00:00.000Z,Wildfire,CA,75416.3
4557,2020-08-17T00:00:00.000Z,Severe Storm(s),IA,11604.06
4558,2020-08-22T00:00:00.000Z,Wildfire,CA,796446.14
4558,2020-08-22T00:00:00.000Z,Wildfire,CA,23951.52
4558,2020-08-22T00:00:00.000Z,Wildfire,CA,116068.02
4559,2020-08-28T00:00:00.000Z,Hurricane,LA,16763.82
4558,2020-08-22T00:00:00.000Z,Wildfire,CA,35351.9
4558,2020-08-22T00:00:00.000Z,Wildfire,CA,790020.08
4558,2020-08-22T00:00:00.000Z,Wildfire,CA,597695.71
4559,2020-08-28T00:00:00.000Z,Hurricane,LA,1904681.46
4568,2020-10-14T00:00:00.000Z,Hurricane,NC,112031.03
4559,2020-08-28T00:00:00.000Z,Hurricane,LA,16785279.0
4568,2020-10-14T00:00:00.000Z,Hurricane,NC,75000.0
4568,2020-10-14T00:00:00.000Z,Hurricane,NC,43350.0
4572,2020-12-09T00:00:00.000Z,Tropical Storm,TX,142869.68
4568,2020-10-14T00:00:00.000Z,Hurricane,NC,783888.2
4580,2021-01-12T00:00:00.000Z,Tropical Storm,CT,489615.24
4569,2020-10-16T00:00:00.000Z,Wildfire,CA,484295.92
4586,2021-02-19T00:00:00.000Z,Winter Storm,TX,4377.06
4586,2021-02-19T00:00:00.000Z,Winter Storm,TX,287163.72
4586,2021-02-19T00:00:00.000Z,Winter Storm,TX,3442.51
4575,2020-12-21T00:00:00.000Z,Winter Storm,OK,36263.0
4580,2021-01-12T00:00:00.000Z,Tropical Storm,CT,674805.65
4580,2021-01-12T00:00:00.000Z,Tropical Storm,CT,252586.37
4603,2021-05-13T00:00:00.000Z,Winter Storm,WV,25665.38
4473,2020-01-16T00:00:00.000Z,Earthquake,PR,3066589.23
4615,2021-09-05T00:00:00.000Z,Tropical Storm,NY,208699.54
4625,2021-10-08T00:00:00.000Z,Tropical Storm,NY,84046.83
4625,2021-10-08T00:00:00.000Z,Tropical Storm,NY,66224.38
4625,2021-10-08T00:00:00.000Z,Tropical Storm,NY,70736.3
4625,2021-10-08T00:00:00.000Z,Tropical Storm,NY,416547.6
4625,2021-10-08T00:00:00.000Z,Tropical Storm,NY,162323.89
4656,2022-06-29T00:00:00.000Z,Severe Storm(s),SD,376417.97
4625,2021-10-08T00:00:00.000Z,Tropical Storm,NY,212287.58
4625,2021-10-08T00:00:00.000Z,Tropical Storm,NY,960852.64
4625,2021-10-08T00:00:00.000Z,Tropical Storm,NY,223862.83
4671,2022-09-21T00:00:00.000Z,Hurricane,PR,246323.74
4480,2020-03-20T00:00:00.000Z,Biological,NY,2273686.43
4480,2020-03-20T00:00:00.000Z,Biological,NY,33000.0
4481,2020-03-22T00:00:00.000Z,Biological,WA,6425.39
4677,2022-11-21T00:00:00.000Z,Hurricane,SC,53664.18
4677,2022-11-21T00:00:00.000Z,Hurricane,SC,84415.67
4681,2022-12-30T00:00:00.000Z,Flood,AZ,34682.13
4683,2023-01-14T00:00:00.000Z,Severe Storm(s),CA,183327.43
4480,2020-03-20T00:00:00.000Z,Biological,NY,141378.0
4480,2020-03-20T00:00:00.000Z,Biological,NY,815747.26
4683,2023-01-14T00:00:00.000Z,Severe Storm(s),CA,430461.33
4708,2023-04-27T00:00:00.000Z,Severe Storm(s),NV,39961.1
4718,2023-07-06T00:00:00.000Z,Flood,SD,14001.33
4708,2023-04-27T00:00:00.000Z,Severe Storm(s),NV,99967.38
4715,2023-05-25T00:00:00.000Z,Typhoon,GU,6000.0
4559,2020-08-28T00:00:00.000Z,Hurricane,LA,41626.13
4611,2021-08-29T00:00:00.000Z,Hurricane,LA,617017.02
4615,2021-09-05T00:00:00.000Z,Tropical Storm,NY,1084650.82
4611,2021-08-29T00:00:00.000Z,Hurricane,LA,1943592.0
4625,2021-10-08T00:00:00.000Z,Tropical Storm,NY,480322.62
4673,2022-09-29T00:00:00.000Z,Hurricane,FL,10275.0
4673,2022-09-29T00:00:00.000Z,Hurricane,FL,44459.15
4673,2022-09-29T00:00:00.000Z,Hurricane,FL,22046.31
4673,2022-09-29T00:00:00.000Z,Hurricane,FL,21266.63
4673,2022-09-29T00:00:00.000Z,Hurricane,FL,60593.93
4673,2022-09-29T00:00:00.000Z,Hurricane,FL,59290.19
4673,2022-09-29T00:00:00.000Z,Hurricane,FL,65957.66
4673,2022-09-29T00:00:00.000Z,Hurricane,FL,62161.46
4680,2022-12-13T00:00:00.000Z,Hurricane,FL,297501.13
4673,2022-09-29T00:00:00.000Z,Hurricane,FL,18563.71
4673,2022-09-29T00:00:00.000Z,Hurricane,FL,49020.79
4516,2020-04-03T00:00:00.000Z,Biological,NH,526271.21
4586,2021-02-19T00:00:00.000Z,Winter Storm,TX,19205.57
4611,2021-08-29T00:00:00.000Z,Hurricane,LA,188122.33
4615,2021-09-05T00:00:00.000Z,Tropical Storm,NY,5849115.88
4615,2021-09-05T00:00:00.000Z,Tropical Storm,NY,26119073.98
4615,2021-09-05T00:00:00.000Z,Tropical Storm,NY,1142105.29
4615,2021-09-05T00:00:00.000Z,Tropical Storm,NY,3546913.16
4614,2021-09-05T00:00:00.000Z,Tropical Storm,NJ,9542155.34
4615,2021-09-05T00:00:00.000Z,Tropical Storm,NY,1449551.13
4635,2022-01-05T00:00:00.000Z,Mud/Landslide,WA,26222.04
4652,2022-05-04T00:00:00.000Z,Wildfire,NM,8469398.88
4670,2022-09-20T00:00:00.000Z,Severe Storm(s),OK,4065.84
4670,2022-09-20T00:00:00.000Z,Severe Storm(s),OK,6238.53
4671,2022-09-21T00:00:00.000Z,Hurricane,PR,86941.49
4671,2022-09-21T00:00:00.000Z,Hurricane,PR,6096849.44
4673,2022-09-29T00:00:00.000Z,Hurricane,FL,1358517.24
4673,2022-09-29T00:00:00.000Z,Hurricane,FL,132709.78
4673,2022-09-29T00:00:00.000Z,Hurricane,FL,2582121.26
4673,2022-09-29T00:00:00.000Z,Hurricane,FL,134999.94
4680,2022-12-13T00:00:00.000Z,Hurricane,FL,235561.76
4421,2019-03-23T00:00:00.000Z,Severe Storm(s),IA,77478.16
4428,2019-04-17T00:00:00.000Z,Severe Storm(s),KY,151278.73
4468,2019-10-21T00:00:00.000Z,Hurricane,FL,1112883.41
4462,2019-09-19T00:00:00.000Z,Flood,LA,1614260.8
4468,2019-10-21T00:00:00.000Z,Hurricane,FL,1025882.56
4468,2019-10-21T00:00:00.000Z,Hurricane,FL,630892.96
4468,2019-10-21T00:00:00.000Z,Hurricane,FL,494822.07
4472,2019-12-19T00:00:00.000Z,Severe Storm(s),NY,109915.93
4480,2020-03-20T00:00:00.000Z,Biological,NY,132332.06
4480,2020-03-20T00:00:00.000Z,Biological,NY,1220510.38
4480,2020-03-20T00:00:00.000Z,Biological,NY,34292.99
4484,2020-03-24T00:00:00.000Z,Biological,LA,404796.99
4485,2020-03-25T00:00:00.000Z,Biological,TX,1000074.07
4485,2020-03-25T00:00:00.000Z,Biological,TX,1088402.64
4488,2020-03-25T00:00:00.000Z,Biological,NJ,14999.05
4488,2020-03-25T00:00:00.000Z,Biological,NJ,17154189.58
4488,2020-03-25T00:00:00.000Z,Biological,NJ,31157.02
4492,2020-03-27T00:00:00.000Z,Biological,SC,92915.83
4506,2020-03-30T00:00:00.000Z,Biological,PA,1101334.47
4522,2020-04-04T00:00:00.000Z,Biological,ME,28566.82
4522,2020-04-04T00:00:00.000Z,Biological,ME,4675.07
4522,2020-04-04T00:00:00.000Z,Biological,ME,3509.83
4522,2020-04-04T00:00:00.000Z,Biological,ME,20315.29
4522,2020-04-04T00:00:00.000Z,Biological,ME,20968.62
4522,2020-04-04T00:00:00.000Z,Biological,ME,41791.5
4559,2020-08-28T00:00:00.000Z,Hurricane,LA,53854.14
4480,2020-03-20T00:00:00.000Z,Biological,NY,2597.66
4562,2020-09-15T00:00:00.000Z,Wildfire,OR,4670.37
4480,2020-03-20T00:00:00.000Z,Biological,NY,27708.0
4486,2020-03-25T00:00:00.000Z,Biological,FL,96187.11
4572,2020-12-09T00:00:00.000Z,Tropical Storm,TX,38994.0
4572,2020-12-09T00:00:00.000Z,Tropical Storm,TX,51266.48
4577,2021-01-12T00:00:00.000Z,Hurricane,LA,54875.6
4583,2021-02-04T00:00:00.000Z,Hurricane,MD,24364.46
4541,2020-04-24T00:00:00.000Z,Severe Storm(s),TN,14184.38
4610,2021-08-24T00:00:00.000Z,Wildfire,CA,19586.46
4586,2021-02-19T00:00:00.000Z,Winter Storm,TX,2154813.56
4673,2022-09-29T00:00:00.000Z,Hurricane,FL,3261460.31
4592,2021-03-31T00:00:00.000Z,Severe Storm(s),KY,11333286.46
4592,2021-03-31T00:00:00.000Z,Severe Storm(s),KY,4338.21
4592,2021-03-31T00:00:00.000Z,Severe Storm(s),KY,173015.69
4601,2021-05-08T00:00:00.000Z,Severe Storm(s),TN,689528.42
4601,2021-05-08T00:00:00.000Z,Severe Storm(s),TN,197217.65
4602,2021-05-10T00:00:00.000Z,Winter Storm,VA,87591.46
4602,2021-05-10T00:00:00.000Z,Winter Storm,VA,17768.76
4611,2021-08-29T00:00:00.000Z,Hurricane,LA,1194075.0
4611,2021-08-29T00:00:00.000Z,Hurricane,LA,35445.33
4614,2021-09-05T00:00:00.000Z,Tropical Storm,NJ,292066.07
4614,2021-09-05T00:00:00.000Z,Tropical Storm,NJ,76780.42
4615,2021-09-05T00:00:00.000Z,Tropical Storm,NY,4170.02
4615,2021-09-05T00:00:00.000Z,Tropical Storm,NY,7984.73
4615,2021-09-05T00:00:00.000Z,Tropical Storm,NY,228746.1
4615,2021-09-05T00:00:00.000Z,Tropical Storm,NY,7130.46
4615,2021-09-05T00:00:00.000Z,Tropical Storm,NY,81100.11
4615,2021-09-05T00:00:00.000Z,Tropical Storm,NY,70671.04
4625,2021-10-08T00:00:00.000Z,Tropical Storm,NY,1311980.0
4625,2021-10-08T00:00:00.000Z,Tropical Storm,NY,383593.95
4625,2021-10-08T00:00:00.000Z,Tropical Storm,NY,66000.0
4625,2021-10-08T00:00:00.000Z,Tropical Storm,NY,47113.92
4625,2021-10-08T00:00:00.000Z,Tropical Storm,NY,66574.25
4630,2021-12-12T00:00:00.000Z,Tornado,KY,1509344.95
4625,2021-10-08T00:00:00.000Z,Tropical Storm,NY,129437.89
4625,2021-10-08T00:00:00.000Z,Tropical Storm,NY,271866.25
4625,2021-10-08T00:00:00.000Z,Tropical Storm,NY,2665.68
4625,2021-10-08T00:00:00.000Z,Tropical Storm,NY,153523.48
4625,2021-10-08T00:00:00.000Z,Tropical Storm,NY,131738.61
4627,2021-10-24T00:00:00.000Z,Hurricane,DE,14550.31
4652,2022-05-04T00:00:00.000Z,Wildfire,NM,10000.0
4652,2022-05-04T00:00:00.000Z,Wildfire,NM,4343.75
4652,2022-05-04T00:00:00.000Z,Wildfire,NM,36427.11
4673,2022-09-29T00:00:00.000Z,Hurricane,FL,17121.68
4673,2022-09-29T00:00:00.000Z,Hurricane,FL,93869.28
4673,2022-09-29T00:00:00.000Z,Hurricane,FL,35644.54
4673,2022-09-29T00:00:00.000Z,Hurricane,FL,6458.5
4673,2022-09-29T00:00:00.000Z,Hurricane,FL,82070.82
4673,2022-09-29T00:00:00.000Z,Hurricane,FL,12574.06
4496,2020-03-27T00:00:00.000Z,Biological,MA,10667592.97
4673,2022-09-29T00:00:00.000Z,Hurricane,FL,17058.86
4673,2022-09-29T00:00:00.000Z,Hurricane,FL,12321.95
4673,2022-09-29T00:00:00.000Z,Hurricane,FL,33223.13
4673,2022-09-29T00:00:00.000Z,Hurricane,FL,40908.63
4673,2022-09-29T00:00:00.000Z,Hurricane,FL,41920.16
4679,2022-11-28T00:00:00.000Z,Severe Storm(s),WV,12299.19
4680,2022-12-13T00:00:00.000Z,Hurricane,FL,18789.39
4680,2022-12-13T00:00:00.000Z,Hurricane,FL,24949.43
4680,2022-12-13T00:00:00.000Z,Hurricane,FL,23185.16
4692,2023-03-08T00:00:00.000Z,Earthquake,CA,323842.95
4692,2023-03-08T00:00:00.000Z,Earthquake,CA,3888.0
4694,2023-03-15T00:00:00.000Z,Winter Storm,NY,2745.0
4708,2023-04-27T00:00:00.000Z,Severe Storm(s),NV,80274.05
4701,2023-04-07T00:00:00.000Z,Severe Storm(s),TN,456461.67
4708,2023-04-27T00:00:00.000Z,Severe Storm(s),NV,19914.4
4708,2023-04-27T00:00:00.000Z,Severe Storm(s),NV,97916.37
4720,2023-07-14T00:00:00.000Z,Severe Storm(s),VT,91051.18
4720,2023-07-14T00:00:00.000Z,Severe Storm(s),VT,78381.69
4720,2023-07-14T00:00:00.000Z,Severe Storm(s),VT,745951.94
4720,2023-07-14T00:00:00.000Z,Severe Storm(s),VT,12519.46
4720,2023-07-14T00:00:00.000Z,Severe Storm(s),VT,5049.4
4720,2023-07-14T00:00:00.000Z,Severe Storm(s),VT,165924.29
4673,2022-09-29T00:00:00.000Z,Hurricane,FL,21832.32
4720,2023-07-14T00:00:00.000Z,Severe Storm(s),VT,8029.42
4673,2022-09-29T00:00:00.000Z,Hurricane,FL,42469.03
4673,2022-09-29T00:00:00.000Z,Hurricane,FL,8141.31
4720,2023-07-14T00:00:00.000Z,Severe Storm(s),VT,573486.1
4720,2023-07-14T00:00:00.000Z,Severe Storm(s),VT,83770.09
4720,2023-07-14T00:00:00.000Z,Severe Storm(s),VT,887040.07
4720,2023-07-14T00:00:00.000Z,Severe Storm(s),VT,35318.32
4720,2023-07-14T00:00:00.000Z,Severe Storm(s),VT,4459.7
4715,2023-05-25T00:00:00.000Z,Typhoon,GU,20597.7
4720,2023-07-14T00:00:00.000Z,Severe Storm(s),VT,5874.61
4720,2023-07-14T00:00:00.000Z,Severe Storm(s),VT,13696.59
4720,2023-07-14T00:00:00.000Z,Severe Storm(s),VT,47863.99
4720,2023-07-14T00:00:00.000Z,Severe Storm(s),VT,32663.41
4720,2023-07-14T00:00:00.000Z,Severe Storm(s),VT,4225.33
4720,2023-07-14T00:00:00.000Z,Severe Storm(s),VT,7160.77
4720,2023-07-14T00:00:00.000Z,Severe Storm(s),VT,74029.94
4720,2023-07-14T00:00:00.000Z,Severe Storm(s),VT,549978.59
4720,2023-07-14T00:00:00.000Z,Severe Storm(s),VT,49315.9
4720,2023-07-14T00:00:00.000Z,Severe Storm(s),VT,17893.5
4720,2023-07-14T00:00:00.000Z,Severe Storm(s),VT,19855.5
4720,2023-07-14T00:00:00.000Z,Severe Storm(s),VT,172662.11
4720,2023-07-14T00:00:00.000Z,Severe Storm(s),VT,151008.81
4720,2023-07-14T00:00:00.000Z,Severe Storm(s),VT,114669.91
4720,2023-07-14T00:00:00.000Z,Severe Storm(s),VT,8232.38
4720,2023-07-14T00:00:00.000Z,Severe Storm(s),VT,68907.37
